k,precision,recall,map,ndcg
5,0.009448818897637795,0.036557930258717654,0.02913385826771654,0.03345044034158526
10,0.004724409448818898,0.036557930258717654,0.02913385826771654,0.03345044034158526
15,0.004724409448818898,0.05255996226278167,0.031111539379255915,0.03984280754722024
20,0.004330708661417323,0.06437098588482891,0.03196340658006634,0.04351829673246747
25,0.005039370078740157,0.08810089635834849,0.033741655148797615,0.05220329633022245
