k,precision,recall,map,ndcg
5,0.0001953125,0.00030517578125,0.000732421875,0.0007963524187360632
10,0.000244140625,0.00113525390625,0.0008951822916666667,0.001254209746740267
15,0.0001953125,0.001387771905637255,0.0005977746212121212,0.0011180593265623499
20,0.00014648437500000002,0.001387771905637255,0.00024210611979166667,0.0007789370375674033
25,0.0001171875,0.001387771905637255,0.00020879836309523807,0.0007353237882970332
