k,precision,recall,map,ndcg
5,0.0,0.0,0.0,0.0
10,4.8828125e-05,0.00048828125,0.00016276041666666666,0.000244140625
15,0.00016276041666666668,0.001546223958333333,0.0013427734375,0.0015927048374721265
20,4.8828125e-05,0.0009765625,0.00011894030448717948,0.0003021761338599686
25,5.859375e-05,0.00146484375,0.00017066592261904761,0.0004405696162083587
