k,precision,recall,map,ndcg
5,0.00126953125,0.0025590376420454547,0.0032470703124999997,0.003920521185053455
10,0.001611328125,0.00796810882260101,0.005821397569444445,0.007962879026715384
15,0.0013997395833333336,0.009623421012581169,0.003643441790414447,0.007120767759801621
20,0.0015869140625,0.014759093445616885,0.005187416981620041,0.010094501790713847
25,0.0017773437500000003,0.020965320757801227,0.005039200400890349,0.012072905577545014
