k,precision,recall,map,ndcg
5,0.00029296875000000004,0.000439453125,0.0007731119791666666,0.000942713163121774
10,0.000732421875,0.004361979166666667,0.0023823087177579365,0.003545700729683793
15,0.0006510416666666667,0.006315104166666667,0.003758203330957237,0.0050721309975473566
20,0.000439453125,0.005717540922619047,0.0013218012280943117,0.0029350746860292197
25,0.00046875000000000004,0.007381766183035715,0.001177018439268554,0.0032971357620611604
