k,precision,recall,map,ndcg
5,0.0,0.0,0.0,0.0
10,4.8828125e-05,9.765625e-05,5.425347222222222e-05,0.00014698730257030332
15,0.00029296875000000004,0.003108723958333333,0.0018095470610119046,0.00240358339635492
20,0.0002685546875,0.003523763020833333,0.0011384940956795397,0.0020406903114514718
25,0.00025390625,0.0042561848958333325,0.000520318496982117,0.0016761516654402475
