k,precision,recall,map,ndcg
5,0.00029296875000000004,0.0003580729166666667,0.0005045572916666666,0.0007411047660185543
10,0.0001953125,0.0008056640625,0.00036330450148809525,0.0007236970427013649
15,0.00022786458333333334,0.0017659505208333331,0.0014500879979395605,0.001883712097418673
20,0.000244140625,0.0018961588541666669,0.0008584889056511299,0.0015495917695601395
25,0.00021484375000000003,0.0027750651041666668,0.0004446098534775871,0.0012702536188252493
