k,precision,recall,map,ndcg
5,0.0001953125,0.000537109375,0.000341796875,0.0004969641410185543
10,0.000244140625,0.001318359375,0.0003966316344246032,0.0007693704777118912
15,0.00032552083333333337,0.002925618489583333,0.0015526181175595237,0.0022576946863247555
20,0.0001953125,0.0024373372395833336,0.00031288645424009683,0.0010316150185086675
25,0.0002734375,0.004227701822916667,0.00166068292692983,0.0026380665564462013
