k,precision,recall,map,ndcg
5,0.00029296875000000004,0.00054931640625,0.0008544921875,0.0010066437068578372
10,0.0001953125,0.00079345703125,0.000705295138888889,0.0009831271337304812
15,0.00013020833333333333,0.0008018344056372549,0.0005615234375,0.0008961484014228193
20,9.765625e-05,0.0008018344056372549,0.00015190972222222222,0.0005104664645389527
25,7.8125e-05,0.0008018344056372549,0.00010649181547619047,0.0004548096347248739
