k,precision,recall,map,ndcg
5,0.00029296875000000004,0.00040283203125,0.0008544921875,0.0010066437068578372
10,0.0001953125,0.00064697265625,0.0007486979166666667,0.0010250328034426689
15,0.00013020833333333333,0.0006553500306372549,0.000537109375,0.0008747500855835363
20,9.765625e-05,0.0006553500306372549,0.0001953125,0.0005523721342511403
25,9.765625e-05,0.000899490655637255,0.00041341145833333334,0.0008267942714417605
